data_name,seed,train_prerank,train_time_seconds,epochs_trained,best_epoch,nll,energy,mse,pce_marginal,pce_mean,pce_variance,pce_dependency,pce_pca,pce_density,pce_cdf
wage,0,pca,175.63412477099337,135,119,2.2415077090263367,0.7003048598766327,0.6571027517318726,0.0394623244181275,0.0312902324832975,0.0355177888646721,0.0359471268951892,0.0324878606013953,0.0202591875568032,0.0328911645337939
wage,42,pca,90.1466628909111,67,51,0.7218486189842224,0.746562534570694,0.7851499319076538,0.0764968372881412,0.037443555239588,0.0396755551919341,0.0388825474306941,0.0305079029873013,0.3872948586940765,0.0601356547325849
wage,866,pca,121.79855415201746,87,71,0.9316015601158142,0.7240450084209442,0.7194116652011872,0.0396304506808519,0.0247857321053743,0.0297124539501965,0.0291495695710182,0.0344084793701767,0.3493752032518387,0.0323308045975863
wage,12,pca,237.2271386650391,177,161,1.4343557000160216,0.6954466581344605,0.6784580826759339,0.0449113525450229,0.0351204816251993,0.0303794021718204,0.029855949152261,0.033227383159101,0.2300565242767334,0.0409004746004939
wage,4,pca,124.79254629998468,93,77,1.4421028196811676,0.7545306146144867,0.7874322831630707,0.0368417086079716,0.0276727499440312,0.028025353513658,0.0286084104329347,0.0298131230287253,0.3022449627518654,0.0287341064773499
households,0,pca,196.08040207601152,153,137,3.443732102711996,0.9760839442412058,0.6703494191169739,0.042735024044911,0.0248502874746918,0.0698275795827309,0.0247631364812453,0.0262894293603797,0.0410799582799275,0.0607860721647739
households,42,pca,193.83338190522045,143,127,3.4122559626897178,0.9572159747282664,0.649600625038147,0.0502832122147083,0.0227092072988549,0.0747702990969022,0.0202313798169295,0.0249315671001871,0.0355363547181089,0.0786576904356479
households,866,pca,225.4179097241722,166,150,3.307263175646464,0.9387512505054474,0.6389085352420807,0.0430455282330513,0.0232753194868564,0.0638104112197955,0.0337025184805194,0.0228024252379934,0.0374908748393257,0.0581884980201721
households,12,pca,175.58282947796397,125,109,3.425299406051636,0.9527525504430135,0.6281156539916992,0.044408523167173,0.0213631025205055,0.0816984747846921,0.0350192928065856,0.024073835927993,0.0589784036080042,0.0717496983706951
households,4,pca,158.9271200299263,115,99,3.3297556241353354,0.940287878115972,0.6259440382321676,0.0599481637279192,0.0366140796492497,0.0647108672807614,0.0405354208002487,0.0280780683582027,0.0518872905522584,0.0993187328179677
air,0,pca,193.31232483498752,123,107,5.837144041061402,1.4443523645401002,1.002838170528412,0.0559091575443744,0.0369343588128685,0.1012434508651494,0.0534743938595056,0.0396208826452493,0.0499289851635694,0.0861013203859329
air,42,pca,174.9038230869919,110,94,5.722889041900634,1.4154294967651366,0.94007950425148,0.0573826674371957,0.0387670274823904,0.1114764794707298,0.0502918481826782,0.0368323061615228,0.0450932459905743,0.0821950133889913
air,866,pca,198.05911362287588,122,106,5.482361364364624,1.3583607912063598,0.8213822305202484,0.0484489262104034,0.0308892583474516,0.1083030506968498,0.0414410690777003,0.0277012770995497,0.0451016785576939,0.0709333062171936
air,12,pca,219.7926780499984,136,120,5.747052907943726,1.4255393981933593,0.9276999533176422,0.0554954465478658,0.0388142149895429,0.1150421887636184,0.0449262918904423,0.0325449392199516,0.0373942667618393,0.0893392540514469
air,4,pca,254.43451203405857,157,141,5.813190031051636,1.43815336227417,0.9651406764984132,0.0544757019728422,0.0372818566858768,0.1068024925887584,0.0428652137517929,0.0367690496146678,0.0529762772843241,0.0804969150573015
births1,0,pca,347.0098462391179,216,200,1.3778610467910766,0.7114009082317352,0.840623265504837,0.0344509772956371,0.0311706071719527,0.0432128358632326,0.042599300853908,0.0369206281378865,0.1765727683901786,0.0211142445914447
births1,42,pca,224.4945815799292,145,129,1.3180848360061646,0.736392205953598,0.8937440514564514,0.0342875773087143,0.0218384466134011,0.0543691873550415,0.0539180191233754,0.0317546306177973,0.1860771402716636,0.0329633516259491
births1,866,pca,331.38642061990686,217,201,1.370267879962921,0.7310239732265472,0.8581071883440018,0.032443705946207,0.0273165480233728,0.0466841887682676,0.0452449031174182,0.0336564097553491,0.1780962571501732,0.0315210543572902
births1,12,pca,339.1227796738968,221,205,1.9821195244789125,0.7134560286998749,0.815698254108429,0.0326358450576663,0.0272639913484454,0.0430459722876548,0.0411842573434114,0.0330739326775074,0.0537866648286581,0.0353332992643117
births1,4,pca,224.31805375008844,147,131,1.630133330821991,0.7390408635139465,0.8948305785655976,0.035273490101099,0.0252708028070628,0.0525578470900654,0.0517797365784645,0.0340156354010105,0.0920783773064613,0.0270335273817181
births2,0,pca,431.9643975088839,282,266,-4.909078216552734,0.9528716027736664,1.06458221077919,0.1508532389998436,0.0715995386242866,0.0507878597825765,0.0503993365913629,0.0310545578598976,0.4047516465187072,0.1971684604883194
births2,42,pca,330.01956707495265,215,199,-4.493137526512146,0.848568320274353,0.7145411372184753,0.1225820861756801,0.0311629904434084,0.0533726587891578,0.0571132041513919,0.0358621893450617,0.3687774419784546,0.0737869493663311
births2,866,pca,352.7247235130053,227,211,-5.116948461532592,0.8694724798202514,0.8621284827589989,0.1744062095880508,0.0866281956434249,0.0482465865090489,0.0649459090083837,0.0423255484551191,0.4204324603080749,0.2130266591906547
births2,12,pca,149.20918685314246,96,80,-3.3967995405197144,0.8641456663608551,0.8681527659296989,0.1587610706686973,0.0387868279591202,0.0466785788536071,0.0548318143934011,0.0638993479311466,0.3734976440668106,0.1249754928052425
births2,4,pca,300.4615899990313,192,176,-4.143289947509766,0.9510020196437836,0.9105815649032593,0.1476347506046295,0.0937912501394748,0.0516207313165068,0.0667729366570711,0.0363105028867721,0.413155123591423,0.1993813455104827
scm20d,0,pca,108.81030287384056,69,53,7.84220153093338,2.2416651844978333,0.7159954756498337,0.0438730898313224,0.0337016477715224,0.1172299636527895,0.05116768181324,0.0286337411962449,0.0848298221826553,0.0582861471921205
scm20d,42,pca,121.38656896888278,76,60,7.602580606937408,2.2509937286376958,0.7292186543345451,0.0347893659491092,0.0217136366991326,0.1113118790090084,0.0508390546310693,0.02556519722566,0.0884373988956213,0.0449815695174038
scm20d,866,pca,106.67849075002596,67,51,8.144643366336823,2.307961732149124,0.7847199141979218,0.0364003065042197,0.0277973259799182,0.0925156511366367,0.0509877256117761,0.0251062628813087,0.0976676559075713,0.037731694523245
scm20d,12,pca,120.6952714920044,74,58,8.028429388999939,2.2658731937408447,0.7469566538929939,0.0400154595263302,0.032135892426595,0.1159208910539746,0.0475083021447062,0.0316146805416792,0.0870271548628807,0.0458609042689204
scm20d,4,pca,103.68340283003636,65,49,8.051425397396088,2.249933689832688,0.7371368259191513,0.0427309442311525,0.0347942805383354,0.1033056313171982,0.0561798810958862,0.0289248761255294,0.0846239207312464,0.0497188016306608
scm1d,0,pca,114.69079450005664,68,52,7.455167081620958,1.9810408353805544,0.5843393802642822,0.0302736792299482,0.0254982341494825,0.0838313657376501,0.1207487864626778,0.0264928272614876,0.0847710693875948,0.0402833177811569
scm1d,42,pca,165.24496039096266,97,81,13.744997183481852,1.7751897308561535,0.4586935871177249,0.0313219266633192,0.0230917449419697,0.0961488816473219,0.0582776649130715,0.0253031156543228,0.0867442645960384,0.0603753903673754
