data_name,seed,train_prerank,train_time_seconds,epochs_trained,best_epoch,nll,energy,mse,pce_marginal,pce_mean,pce_variance,pce_dependency,pce_pca,pce_density,pce_cdf
households,0,cdf,355.106158679002,110,94,3.3743005990982056,0.9555020928382874,0.6581783394018809,0.0835085610548655,0.0812503596146901,0.1384597495198249,0.020747129805386,0.0670192806671063,0.1387925334274768,0.1198770850896835
households,42,cdf,414.930414070026,127,111,3.151951869328817,0.9260916610558828,0.6347168385982513,0.0960388307770093,0.0895956680178642,0.1317596075435479,0.0234298314899206,0.07174838706851,0.106999222189188,0.1500380858778953
households,866,cdf,387.48558429803234,118,102,3.265173594156901,0.9399877786636353,0.6447780132293701,0.092788049330314,0.0932541452348232,0.1251745025316874,0.0175227603564659,0.0673742095629374,0.096429576476415,0.1447930174569288
households,12,cdf,350.9145406979369,106,90,3.13904078801473,0.9128859440485636,0.6110120515028635,0.0989235353966554,0.0932989505430062,0.1324086263775825,0.0242989167260626,0.0658840667456388,0.0989549358685811,0.160287636021773
households,4,cdf,472.7564526720671,145,129,3.128844658533732,0.9030591249465942,0.6066681543986002,0.1015460838874181,0.1046388695637385,0.1136716480056444,0.0203841323964297,0.0700819020469983,0.0993771565457185,0.1551100661357244
air,0,cdf,644.0292894389713,143,127,5.617713022232056,1.4173337817192078,0.9852567911148072,0.0965703420341014,0.0959118321537971,0.1855102621018886,0.0607972770929336,0.0739692628383636,0.0834033168852329,0.1480908438563347
air,42,cdf,755.765500721056,167,151,5.677272939682007,1.3794562935829162,0.8962293446063996,0.0906072415411472,0.0895640082657337,0.2018839225172996,0.0535968266427516,0.072562750428915,0.0996740322560072,0.1410734891891479
air,866,cdf,646.6387158869766,140,124,5.314353609085083,1.335737335681915,0.7975672721862793,0.0994009390473365,0.0948375739157199,0.1989553496241569,0.0440321512520313,0.0711702935397625,0.0871661894023418,0.1585483789443969
air,12,cdf,520.3166774270358,109,93,5.648452758789063,1.4134577512741089,0.9130447924137116,0.0942181751132011,0.092172423005104,0.2019045710563659,0.0661816414445638,0.073733826726675,0.0708806369453668,0.1473158456385135
air,4,cdf,531.4145161519991,116,100,5.715321350097656,1.439698338508606,0.9744445264339447,0.093341889232397,0.0866524532437324,0.2099910616874694,0.0662960980087518,0.0725920662283897,0.0955061383545398,0.136560732871294
births1,0,cdf,432.84795097308233,103,87,1.4173699498176575,0.6900672852993012,0.8188046932220459,0.0835768528282642,0.0825020194053649,0.1003754265606403,0.1022792629897594,0.0783205792307853,0.1559806033968925,0.0703374981880188
births1,42,cdf,520.3174636489712,131,115,1.4024958729743957,0.7118765354156494,0.8678060948848725,0.0892467558383941,0.0900561034679412,0.1224729776382446,0.1259025819599628,0.0847467988729477,0.1587415233254432,0.0788259446620941
births1,866,cdf,698.9523018710315,172,156,1.100123727321625,0.7143016338348389,0.8479519575834275,0.073917456716299,0.0721936769783496,0.1036924667656421,0.1065301299095153,0.0725782722234726,0.2375383093953132,0.0658522613346576
births1,12,cdf,486.9976294770604,117,101,1.2716198444366456,0.7026365578174592,0.8190336883068084,0.0814378999173641,0.0836838319897651,0.1083296954631805,0.109884126484394,0.0808655209839344,0.1660391688346862,0.0679684612900018
births1,4,cdf,602.457265821984,137,121,1.0822867393493651,0.7194627523422241,0.8675067007541657,0.0718367923051118,0.0751524195075035,0.1091727524995803,0.1121060237288475,0.0738041866570711,0.2376090124249458,0.0586169112473726
births2,0,cdf,1072.560039028991,236,220,-4.374557149410248,0.9605786919593812,1.043562388420105,0.179768294095993,0.0426955427974462,0.0721411123871803,0.0757229790091514,0.1113252609968185,0.4147638320922852,0.1537164255976676
