data_name,seed,train_prerank,train_time_seconds,epochs_trained,best_epoch,nll,energy,mse,pce_marginal,pce_mean,pce_variance,pce_dependency,pce_pca,pce_density,pce_cdf
households,0,variance,108.19119055699957,110,94,3.3124024868011475,0.9525050222873688,0.6531987637281418,0.09650189305345218,0.09907144928971927,0.1240690474708875,0.022746348443130653,0.06916472253700097,0.09230555593967438,0.14654499664902687
households,42,variance,125.66124475099969,125,109,3.240185538927714,0.9405938784281412,0.6429892877737681,0.10202105219165485,0.09442483509580295,0.11044067516922951,0.020614192200203735,0.06699980484942596,0.07063736580312252,0.1596775179107984
households,866,variance,115.47188751500016,119,103,3.2018482287724814,0.9316304922103882,0.6422836780548096,0.09710874284307162,0.09906142950057983,0.10791551570097606,0.01768148023014267,0.06821425134936969,0.08596702416737874,0.15325140208005905
households,12,variance,113.78341281099983,118,102,3.164474129676819,0.9158238967259725,0.6094306608041128,0.09865906213720639,0.09512849772969882,0.1185096986591816,0.022709884991248448,0.0667980710665385,0.09107451140880585,0.16122514754533768
households,4,variance,104.47620201099926,106,90,3.175186594327291,0.9177216092745463,0.6195252537727356,0.10800901055335999,0.11296657721201579,0.11746861040592194,0.019259657089908917,0.07617572198311488,0.08885458732644717,0.16638858119646707
air,0,variance,115.69550425599937,110,94,5.77878360748291,1.4203088879585266,0.9907312631607056,0.09605861157178879,0.09338120743632317,0.16914362832903862,0.061443204432725905,0.07298482954502106,0.06040746532380581,0.1445142075419426
air,42,variance,114.78352401200027,105,89,5.615803670883179,1.4029653668403625,0.9406020700931549,0.09791709259152412,0.09534618854522706,0.21483983844518661,0.0526257548481226,0.07451747953891755,0.08097947016358376,0.16177610605955123
air,866,variance,144.41572749199986,136,120,5.335921049118042,1.3355579853057862,0.7963227093219757,0.09968339130282403,0.09620517492294312,0.16699299067258835,0.03746223971247673,0.07061227262020112,0.05240992978215218,0.15630521029233932
air,12,variance,104.99222831099996,100,84,5.600705194473266,1.4228122591972352,0.9258269846439362,0.09523168355226516,0.09323680102825165,0.21696427911520005,0.06600269079208373,0.07896425947546959,0.08570723496377468,0.1549746125936508
air,4,variance,127.0674444489996,120,104,5.649525260925293,1.4307302117347718,0.9619730114936829,0.10040363892912865,0.09347458630800247,0.17138057202100754,0.04876727517694235,0.07352612987160682,0.05520514026284218,0.15182207822799682
births1,0,variance,120.73534368300079,115,99,1.015607899427414,0.7023447573184967,0.8434031903743744,0.07911979779601097,0.08439688272774219,0.09144795387983322,0.09342283681035042,0.07726223692297936,0.22902266830205917,0.07288921512663364
births1,42,variance,183.83286802299972,171,155,1.0830279409885406,0.7135916233062745,0.8641012132167816,0.0724981389939785,0.0718634057790041,0.11052957326173782,0.1121364913880825,0.07511914446949959,0.23309622704982758,0.06814127415418625
births1,866,variance,104.947958449,101,85,1.3667963147163391,0.7216531932353973,0.8637152969837188,0.07069696709513665,0.06532111316919327,0.09185825064778327,0.09249944910407067,0.06791723147034645,0.14592465311288833,0.06384771205484867
births1,12,variance,163.43359167700055,157,141,0.8593927592039108,0.7018119871616364,0.8118205726146698,0.0787079319357872,0.08225469142198563,0.10269364118576049,0.10493420213460922,0.08183323666453361,0.22182417064905166,0.07015716806054115
