data_name,seed,train_prerank,train_time_seconds,epochs_trained,best_epoch,nll,energy,mse,pce_marginal,pce_mean,pce_variance,pce_dependency,pce_pca,pce_density,pce_cdf
households,0,variance,125.21026000101119,126,110,3.3095167875289917,0.9465343952178955,0.6503409743309021,0.09675895050168037,0.1006064514319102,0.12349931771556537,0.022169984877109528,0.07346773023406665,0.10547585661212604,0.15124847988287607
households,42,variance,149.8206157630775,123,107,3.193692167599996,0.9414343237876892,0.6467928687731425,0.101869681229194,0.09564990798632304,0.11718977491060893,0.020661748480051756,0.071295827627182,0.0687322827676932,0.16153893123070398
households,866,variance,141.55099537607748,129,113,3.143931031227112,0.9301980336507162,0.634497215350469,0.09726672371228536,0.09982150296370189,0.13159888982772827,0.016907261218875647,0.07089358816544215,0.0876067007581393,0.15235012272993723
households,12,variance,145.21513994701672,131,115,3.1301156282424927,0.9122979839642843,0.6090321093797684,0.1038183905184269,0.10189652194579442,0.10778145864605904,0.022693715523928404,0.07159369811415672,0.08419454221924146,0.16783158481121063
households,4,variance,138.60094883700367,124,108,3.070911924044291,0.906864603360494,0.6036540071169535,0.11375850811600685,0.12207649772365887,0.10122568036119144,0.019878868634502094,0.07858511060476303,0.09003742535909016,0.16889453182617822
air,0,variance,170.17701762297656,134,118,5.773447132110595,1.4179516196250916,0.9879998207092285,0.10229522585868836,0.1003320749849081,0.15002278983592987,0.056719360128045085,0.07299896068871022,0.06210828348994255,0.1556370496749878
air,42,variance,127.72185304109007,103,87,5.6012170791625975,1.4037087559700012,0.9276779115200042,0.09761497005820274,0.09556562900543213,0.20368247032165526,0.05289780534803867,0.073689416795969,0.08276738189160823,0.1634419098496437
air,866,variance,149.15128881903365,118,102,5.367357778549194,1.337019181251526,0.8082584023475647,0.10032500773668289,0.09239333868026733,0.17552841752767562,0.04815632849931717,0.06835722737014294,0.06038564629852772,0.15585520267486572
air,12,variance,156.58980510698166,123,107,5.711962652206421,1.4188996315002442,0.9250194132328033,0.09798721224069595,0.09488550722599029,0.20923995077610016,0.0641020830720663,0.07884424924850464,0.0889604814350605,0.15348397120833396
air,4,variance,173.15055120491888,137,121,5.529222917556763,1.4316187024116516,0.9535716354846955,0.09873751699924468,0.09068748578429223,0.19778068661689757,0.05941273346543312,0.07560735791921616,0.07109315395355224,0.1486455976963043
births1,0,variance,134.78476151300129,107,91,1.2165721654891968,0.696439266204834,0.8213922679424286,0.09238606169819832,0.09233235269784927,0.09767474681138992,0.09862578958272934,0.08307586535811425,0.17708922922611237,0.07930984273552895
births1,42,variance,150.06072161905468,118,102,1.3199308872222901,0.7184389710426331,0.8758927881717682,0.08152653127908707,0.08119248822331429,0.1157157614827156,0.1163900762796402,0.07898724973201751,0.1585470989346504,0.07034426182508469
births1,866,variance,135.5010151589522,106,90,1.3691515803337098,0.7153376460075378,0.8483238488435745,0.08474544063210487,0.07524484395980835,0.0920652762055397,0.09348522201180458,0.07307951375842095,0.17152115404605867,0.0707233663648367
births1,12,variance,196.1755254949676,148,132,1.0921088874340057,0.699990200996399,0.8163632154464722,0.07538932114839554,0.08246177062392235,0.10463047474622726,0.10488969087600708,0.08168098703026772,0.17363621592521666,0.07084624543786049
births1,4,variance,201.5185379079776,153,137,1.1915340423583984,0.7164266526699066,0.8545591175556183,0.07379883304238319,0.0770034346729517,0.10810140147805214,0.10745837464928627,0.07590844109654427,0.2216720849275589,0.060638001188635826
births2,0,variance,236.87548539892305,180,164,-4.038485598564148,0.966186249256134,1.046733820438385,0.20149775445461274,0.04744847938418388,0.07615467496216297,0.07593789622187615,0.13480238020420074,0.42907297909259795,0.24208841025829314
births2,42,variance,263.771439173026,201,185,-4.506692028045654,0.8533990621566773,0.7013887822628021,0.21101033240556716,0.057670559734106064,0.06322348192334175,0.089424155279994,0.12109659910202027,0.43865456581115725,0.23638476878404618
