data_name,lambda,prerank,pce,energy
households,0.0,marginal,0.10456067820390065,0.9492917855580648
households,0.01,marginal,0.10209466020266215,0.94246506690979
households,0.1,marginal,0.0979125623901685,0.9586008985837301
households,1.0,marginal,0.06287768483161926,0.9508665005366007
households,5.0,marginal,0.028505465636650722,0.9615834752718607
households,10.0,marginal,0.026649489998817444,1.0138612588246663
households,0.0,mean,0.08525897562503815,0.9503609538078308
households,0.01,mean,0.09681013474861781,0.953127920627594
households,0.1,mean,0.0974855770667394,0.9463431239128113
households,1.0,mean,0.06407204146186511,0.9579404989878336
households,5.0,mean,0.026400637502471607,0.9687477350234985
households,10.0,mean,0.026491856823364895,0.9661248326301575
households,0.0,variance,0.1469049652417501,0.9493748943010966
households,0.01,variance,0.14552236100037894,0.9587971568107605
households,0.1,variance,0.13234386841456094,0.9413115978240967
households,1.0,variance,0.0632185513774554,0.9644615650177002
households,5.0,variance,0.023391174152493477,0.9635281761487325
households,10.0,variance,0.02592419522504012,0.9754010240236918
households,0.0,dependency,0.02427735428015391,0.954107940196991
households,0.01,dependency,0.026150505989789963,0.9541584054629008
households,0.1,dependency,0.020163589157164097,0.9503064950307211
households,1.0,dependency,0.027083712940414745,0.9537625908851624
households,5.0,dependency,0.019062818648914497,0.9616260528564453
households,10.0,dependency,0.021315259858965874,0.9589899182319641
households,0.0,pca,0.07854035745064418,0.9581918517748514
households,0.01,pca,0.07276191810766856,0.9446310003598531
households,0.1,pca,0.0775370995203654,0.9458076556523641
households,1.0,pca,0.05895417183637619,0.947897473971049
households,5.0,pca,0.03193403470019499,0.9663859009742737
households,10.0,pca,0.024945194522539776,0.9593631625175476
households,0.0,density,0.11051171024640401,0.9631113608678182
households,0.01,density,0.12055799613396327,0.9504533410072327
households,0.1,density,0.1127126341064771,0.9534273942311605
households,1.0,density,0.09716312835613887,0.9467315276463827
households,5.0,density,0.05419781804084778,0.962428073088328
households,10.0,density,0.05503080412745476,0.9735986391703287
households,0.0,cdf,0.16309240957101187,0.9458359479904175
households,0.01,cdf,0.1382493128379186,0.955918550491333
households,0.1,cdf,0.1327431450287501,0.9576997558275858
households,1.0,cdf,0.044502137849728264,0.9593121608098348
households,5.0,cdf,0.036358268931508064,0.9734483957290649
households,10.0,cdf,0.01972379970053832,0.9697628418604533
air,0.0,marginal,0.10108353570103645,1.4637568593025208
air,0.01,marginal,0.09651497254769008,1.4709288477897644
air,0.1,marginal,0.0974334826072057,1.470931847890218
air,1.0,marginal,0.05869916391869386,1.4798415104548137
air,5.0,marginal,0.042204237853487335,1.5050702095031738
air,10.0,marginal,0.03377483878284693,1.5027623772621155
air,0.0,mean,0.08731520858903725,1.4508244196573894
air,0.01,mean,0.08766859335203965,1.4593279361724854
air,0.1,mean,0.07588370827337106,1.4668710231781006
air,1.0,mean,0.06053363469739755,1.478831668694814
air,5.0,mean,0.030997195281088352,1.4871952335039775
air,10.0,mean,0.02939622662961483,1.4995108644167583
air,0.0,variance,0.22068474938472113,1.4514066974322002
air,0.01,variance,0.18715587009986243,1.4794217149416606
air,0.1,variance,0.1858941912651062,1.4703816970189412
air,1.0,variance,0.09698190291722615,1.4844614664713542
air,5.0,variance,0.02527402589718501,1.4326278964678447
air,10.0,variance,0.02710287692025304,1.4973254402478535
air,0.0,dependency,0.06820758804678917,1.4508323470751445
air,0.01,dependency,0.06319801198939483,1.4536241292953491
air,0.1,dependency,0.06140966278811296,1.4660953283309937
air,1.0,dependency,0.039165303111076355,1.475133240222931
air,5.0,dependency,0.032744121427337326,1.4844420353571575
air,10.0,dependency,0.03252785342435042,1.4944655299186707
air,0.0,pca,0.07640139758586884,1.4598810871442158
air,0.01,pca,0.07567080731193225,1.4648812810579936
air,0.1,pca,0.0726068119208018,1.4639145533243816
air,1.0,pca,0.06439275046189626,1.4840888977050781
air,5.0,pca,0.0384227450316151,1.4852487643559773
air,10.0,pca,0.03521532596399387,1.5020522673924763
air,0.0,density,0.09667974648376305,1.4538926482200623
air,0.01,density,0.0750858976195256,1.4557578166325886
air,0.1,density,0.10307794933517773,1.4699835379918416
air,1.0,density,0.06810326067109902,1.4590070645014446
air,5.0,density,0.0656327223405242,1.4849203030268352
air,10.0,density,0.053193253464996815,1.4890657663345337
air,0.0,cdf,0.1572219803929329,1.4790563186009724
air,0.01,cdf,0.15391112367312113,1.4545926253000896
air,0.1,cdf,0.14775247623523077,1.4768492778142293
air,1.0,cdf,0.04311290134986242,1.4860612948735554
air,5.0,cdf,0.0355859970053037,1.5068260033925374
air,10.0,cdf,0.033849324410160385,1.5014359951019287
births1,0.0,marginal,0.08122824504971504,0.7048559486865997
births1,0.01,marginal,0.09190423041582108,0.6990064183870951
