data_name,seed,train_prerank,train_time_seconds,epochs_trained,best_epoch,nll,energy,mse,pce_marginal,pce_mean,pce_variance,pce_dependency,pce_pca,pce_density,pce_cdf
households,0,pca,120.68801729509141,130,114,3.288745164871216,0.941528836886088,0.6425903389851252,0.09541045501828194,0.09965324029326439,0.13837231074770293,0.02454763324931264,0.07552938411633174,0.14034398893515268,0.1461821012198925
households,42,pca,138.75121099408716,141,125,3.1689415772755942,0.9195694327354431,0.6239214738210043,0.10270594681302707,0.10013985633850098,0.1215232436855634,0.025144857664903004,0.07592591891686122,0.08899259815613429,0.15627766648928323
households,866,pca,115.09528105403297,118,102,3.270030379295349,0.9373839795589447,0.6467788616816202,0.09647591908772786,0.09489043553670247,0.13673318301637968,0.018308096565306187,0.07113963613907497,0.12182882179816563,0.1519036963582039
households,12,pca,133.117093923036,135,119,3.1734376748402915,0.916203776995341,0.6084016958872477,0.09725302954514821,0.09379285698135693,0.1288269410530726,0.023939293809235096,0.06629983335733414,0.09452398618062337,0.1575820048650106
households,4,pca,117.57261309807654,121,105,3.2404050827026367,0.9210260808467865,0.6241364777088165,0.10449391479293506,0.10875767841935158,0.12538409853974977,0.020858957432210445,0.07724908863504727,0.11799155175685883,0.15920578936735788
air,0,pca,151.43262247403618,123,107,5.6876613140106205,1.4258427619934082,0.9935666978359222,0.10028290897607803,0.10172903314232826,0.19298492148518562,0.06767319329082966,0.07741224393248558,0.09216373413801193,0.1514560431241989
air,42,pca,153.59410428104457,119,103,5.572755241394043,1.3932753920555114,0.9140251815319062,0.09455085396766663,0.0952119491994381,0.20340233743190766,0.05079595558345318,0.07148197367787361,0.09140687808394432,0.1585574582219124
air,866,pca,185.66412210802082,148,132,5.339377546310425,1.3276602983474732,0.7920299947261811,0.09780046492815017,0.09222700893878936,0.1748221844434738,0.04487476907670498,0.0703704372048378,0.06442111656069756,0.1596341460943222
air,12,pca,152.79612964997068,115,99,5.69902606010437,1.4214518070220947,0.9286369204521179,0.09557846635580063,0.08987373039126396,0.2140831470489502,0.06054905410856008,0.0771916463971138,0.08793552853167057,0.15280992053449155
air,4,pca,178.98469962005038,136,120,5.5673740863800045,1.4318992376327515,0.9549749791622162,0.10077022910118102,0.09729667976498604,0.19757644534111024,0.047568175755441186,0.07237282171845436,0.07806054875254631,0.1506664752960205
births1,0,pca,88.51191796793137,70,54,2.088343119621277,0.6972109615802765,0.8379511833190918,0.08098415061831474,0.08367033377289772,0.1038387231528759,0.10635154694318771,0.08200140446424484,0.1425734840333462,0.07530488260090351
births1,42,pca,207.7272487638984,166,150,1.3565605461597443,0.7167317509651184,0.8737159490585327,0.0799490362405777,0.07817902192473411,0.12109988629817962,0.12124752029776573,0.07926495298743248,0.15947217792272567,0.07003846056759358
births1,866,pca,184.19931744702626,146,130,1.1499660670757295,0.7149568498134613,0.850395891070366,0.08413305282592773,0.07896224595606327,0.10706566944718361,0.10697537511587143,0.07665640637278556,0.227302485704422,0.07383106127381325
births1,12,pca,98.67113422206603,79,63,1.329059213399887,0.7096440672874451,0.8346753120422363,0.0701715737581253,0.07137453518807887,0.10768429562449455,0.10917268916964531,0.07197600826621056,0.15024271309375764,0.06007848307490349
births1,4,pca,180.27494618901983,148,132,1.133852916955948,0.7224561512470246,0.8606288313865662,0.07191611230373382,0.07532266527414322,0.10932548940181733,0.10967147275805474,0.07379813008010387,0.23335376828908921,0.060646985471248624
births2,0,pca,264.83414503594395,214,198,-4.848457932472229,0.9644927203655242,1.0448882937431336,0.20181609094142913,0.05664050504565239,0.07112609855830669,0.07489853128790855,0.11679450273513795,0.4158521115779877,0.24129844158887864
births2,42,pca,257.34583714802284,207,191,-4.238580584526062,0.8345335006713868,0.6794911742210388,0.20123573243618012,0.04246990382671356,0.059981520473957065,0.0967745028436184,0.11966305524110794,0.4064067989587784,0.20221789479255675
births2,866,pca,226.52670795901213,181,165,-4.254289817810059,0.874384754896164,0.8262628063559532,0.19587862193584443,0.053522005677223206,0.07095708250999451,0.07991448044776917,0.1146033138036728,0.42178658545017245,0.20396291613578796
