data_name,seed,prerank,pce_marg,pce_prerank,nll,energy,mse
house,0,marginal,0.020878057643447235,0.020619759174144787,1.84442835268767,0.7095651782077291,0.6982491767924764
house,42,marginal,0.01873790310776752,0.019099632116115612,0.8798304562983306,0.5660107161687769,0.5108273249605427
house,866,marginal,0.02174568471863218,0.021937313125185345,1.853281679360763,0.7085075611653535,0.6981763736061428
house,12,marginal,0.019483715133822483,0.019486737235084824,0.8825453649396482,0.5588447114695674,0.48878321310748224
house,4,marginal,0.02125435832725919,0.021211829724843086,0.9125587136849113,0.5731788925502611,0.5297340387883394
house,0,mean,0.023271148902890476,0.020017389693985813,1.4189263219418733,0.6195961962575498,0.5669646120589712
house,42,mean,0.02156874788520129,0.02057656615405627,3.4945664768633633,0.541177933630736,0.46762865133907483
house,866,mean,0.0202340561815578,0.019989808332984863,0.6957923847696056,0.5428686504778655,0.5076084240623142
house,12,mean,0.023349527917478397,0.019867126465491627,0.8279425942379496,0.5221239367256993,0.45071796748949133
house,4,mean,0.021276196464896202,0.022280399687588215,0.6714023442372031,0.5473881195420804,0.506572812795639
house,0,variance,0.02065433918134026,0.020688403681244538,1.705328106880188,0.6703141124352164,0.6158759412558182
house,42,variance,0.020921952374603436,0.02047190147087626,0.822797865971275,0.5408583944258483,0.4843377315479776
house,866,variance,0.02127612208056709,0.023237122992134613,0.782577255497808,0.5308071232360342,0.5033545714357625
house,12,variance,0.027088172247876293,0.02279126854694408,0.9421697181204091,0.5546885210534801,0.47493215617926227
house,4,variance,0.023329138512844624,0.021439704234185425,0.8407064987265546,0.5501932657283285,0.5144750501798547
house,0,dependency,0.022336732191236122,0.0178837804933605,1.466392097265824,0.6239869801894479,0.5901811369087385
house,42,dependency,0.020123880801965362,0.020282918182404144,0.906543801660123,0.5556797411130823,0.48468915275905444
house,866,dependency,0.02096346619984378,0.02070754770513462,0.82591763527497,0.5549220248408939,0.5120743435362111
house,12,dependency,0.023190153560236744,0.020405757119474205,0.6859527800394141,0.5340023507242617,0.4641416215378305
house,4,dependency,0.022281307889067608,0.019719144673613104,0.7190039287442747,0.5528907128002333,0.5140223218047101
house,0,pca,0.020305541586940704,0.022076029573445736,1.5515887426293415,0.6429382381231888,0.599454711312833
