data_name,lambda,prerank,pce,energy
house,0.0,marginal,0.09708444327116013,0.6222416400909424
house,0.01,marginal,0.09733736266692479,0.61345982948939
house,0.1,marginal,0.08961606671412786,0.644006625811259
house,1.0,marginal,0.06217870985468229,0.6657380223274231
house,5.0,marginal,0.022279411554336548,0.6296240329742432
house,10.0,marginal,0.022811311235030492,0.629339889685313
house,0.0,mean,0.1068719004591306,0.658929991722107
house,0.01,mean,0.10852605601151784,0.6607855598131815
house,0.1,mean,0.11356983631849289,0.6437416513760884
house,1.0,mean,0.08264355907837549,0.6032900452613831
house,5.0,mean,0.028280207825203737,0.6638434370358784
house,10.0,mean,0.02276539821177721,0.6398676872253418
house,0.0,variance,0.11780923157930374,0.6301328301429748
house,0.01,variance,0.0951450323065122,0.6304112950960795
house,0.1,variance,0.10023288031419118,0.6277869582176209
house,1.0,variance,0.05587126488486926,0.6030388871828715
house,5.0,variance,0.021467313853402933,0.6549329876899719
house,10.0,variance,0.019998094936211904,0.5352659026781718
house,0.0,dependency,0.09807406862576802,0.6695111831029256
house,0.01,dependency,0.0990385095278422,0.6508647004763285
house,0.1,dependency,0.09538522611061732,0.6446465531984965
house,1.0,dependency,0.05978177090485891,0.6278317888577779
house,5.0,dependency,0.019769454064468544,0.6451608657836914
house,10.0,dependency,0.01828013447423776,0.6652733564376831
house,0.0,pca,0.1026528353492419,0.6462098002433777
house,0.01,pca,0.0961395392815272,0.6450069030125936
house,0.1,pca,0.09533407588799794,0.6555434385935466
house,1.0,pca,0.07791047195593516,0.6212688525517781
house,5.0,pca,0.025580173855026565,0.6218148350715638
house,10.0,pca,0.022841655214627585,0.6584334929784139
house,0.0,density,0.07995851462086041,0.627825117111206
house,0.01,density,0.14658675193786622,0.6561485568682353
house,0.1,density,0.03677622117102146,0.6165339748064677
house,1.0,density,0.02969258651137352,0.6097245573997497
house,5.0,density,0.02620357641329368,0.5670630693435669
house,10.0,density,0.023574651901920637,0.5886261979738872
house,0.0,cdf,0.06050569117069245,0.6967961192131042
house,0.01,cdf,0.06793304731448492,0.6600778420766195
house,0.1,cdf,0.07000166699290275,0.6632664044698079
house,1.0,cdf,0.047071024775505066,0.6790978312492371
house,5.0,cdf,0.024092438009878,0.6513045907020569
house,10.0,cdf,0.01899389661848545,0.5942933638890584
bio,0.0,marginal,0.06031666619374471,0.2500641267089283
bio,0.01,marginal,0.06126877884654438,0.24613962015684912
